Id,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,YrSold,SalePrice
872,8750,6,5,1998,1998,Y,804,878,1682,2,1,3,1,7,0,2,523,2010,200500
873,8892,5,7,1953,1996,Y,910,0,910,1,0,3,1,5,0,2,414,2008,116000
874,12144,5,7,1949,1950,Y,1036,0,1268,1,0,3,1,6,1,1,288,2009,133000
875,5720,5,6,1941,1950,Y,676,455,1131,1,1,3,1,5,0,1,200,2009,66500
876,9000,8,5,2007,2007,Y,1184,1426,2610,2,1,4,1,11,1,2,550,2007,303477
877,25286,4,5,1963,1963,Y,1040,0,1040,1,0,3,1,5,0,2,648,2007,132250
878,8834,9,5,2004,2005,Y,1462,762,2224,2,1,4,1,10,1,3,738,2009,350000
879,11782,5,7,1961,1995,Y,1155,0,1155,1,0,3,1,6,0,2,576,2010,148000
880,7000,5,8,1978,2005,Y,864,0,864,1,0,3,1,6,0,1,336,2009,136500
881,7024,5,5,2005,2006,Y,1090,0,1090,1,1,2,1,5,0,2,450,2007,157000
882,13758,7,5,1990,1991,Y,1187,530,1717,2,1,3,1,7,1,2,400,2007,187500
883,9636,6,5,1992,1993,Y,808,785,1593,2,1,3,1,7,1,2,389,2009,178000
884,6204,4,5,1912,1950,N,954,795,2230,1,0,5,1,10,0,1,440,2006,118500
885,7150,5,5,1967,1967,Y,892,0,892,1,0,3,1,5,0,1,288,2009,100000
886,5119,9,5,1999,2000,Y,1709,0,1709,2,0,2,1,5,1,2,506,2008,328900
887,8393,5,5,1959,2005,Y,1712,0,1712,2,0,4,2,8,0,2,588,2006,145000
888,16466,5,7,1955,1955,Y,872,521,1393,1,1,3,1,8,0,1,300,2008,135500
889,15865,8,6,1970,1970,Y,2217,0,2217,2,0,4,1,8,1,2,621,2007,268000
890,12160,6,4,1953,1953,Y,1505,0,1505,1,0,2,1,6,1,2,505,2009,149500
891,8064,5,7,1949,2006,Y,672,252,924,1,0,3,1,6,1,2,576,2007,122900
892,11184,6,5,1978,1978,Y,918,765,1683,2,1,3,1,7,1,2,440,2009,172500
893,8414,6,8,1963,2003,Y,1068,0,1068,1,0,3,1,6,0,1,264,2006,154500
894,13284,5,5,1954,1954,Y,1383,0,1383,1,0,3,1,6,1,1,354,2008,165000
895,7018,5,5,1979,1979,Y,1535,0,1535,2,0,4,2,8,0,2,400,2009,118858
896,7056,6,5,1963,1963,Y,983,813,1796,1,1,4,1,8,1,2,483,2008,140000
897,8765,4,6,1936,1950,N,951,0,951,1,0,2,1,6,0,1,327,2006,106500
898,7018,5,5,1979,1979,Y,1120,1120,2240,2,0,6,2,12,0,2,528,2009,142953
899,12919,9,5,2009,2010,Y,2364,0,2364,2,1,2,1,11,2,3,820,2010,611657
900,6993,5,7,1961,1994,Y,1236,0,1236,1,0,3,1,6,1,1,288,2006,135000
901,7340,4,6,1971,1971,Y,858,0,858,1,0,2,1,4,0,1,684,2007,110000
902,8712,5,7,1957,2000,Y,1306,0,1306,1,0,2,1,5,0,1,756,2009,153000
903,7875,7,5,2003,2003,Y,807,702,1509,2,1,3,1,8,1,2,393,2006,180000
904,14859,7,5,2006,2006,Y,1670,0,1670,2,0,3,1,7,1,3,690,2006,240000
905,6173,5,6,1967,1967,Y,902,0,902,1,0,3,1,6,0,1,288,2007,125500
906,9920,5,5,1954,1954,Y,1063,0,1063,1,0,3,1,6,0,1,280,2010,128000
907,13501,8,5,2006,2006,Y,1636,0,1636,2,0,3,1,8,1,3,865,2007,255000
908,11500,7,7,1936,1987,Y,1020,1037,2057,1,1,3,1,6,1,1,180,2006,250000
909,8885,5,5,1983,1983,Y,902,0,902,1,0,2,1,5,0,2,484,2006,131000
910,12589,6,5,2005,2005,Y,742,742,1484,2,1,3,1,8,1,2,390,2009,174000
911,11600,5,5,1960,1960,Y,1105,1169,2274,2,0,5,2,12,0,2,480,2010,154300
912,9286,5,7,1977,1989,Y,1268,0,1268,1,1,3,1,5,0,1,252,2009,143500
913,6120,5,7,1925,1950,N,1015,0,1015,1,0,3,1,6,0,1,450,2006,88000
914,6270,5,6,1949,1950,N,1001,1001,2002,2,0,4,2,8,0,3,871,2007,145000
915,3000,6,5,2009,2009,Y,612,612,1224,2,1,2,1,4,0,2,528,2009,173733
916,2001,4,5,1970,1970,Y,546,546,1092,1,1,3,1,6,0,1,286,2007,75000
917,9000,2,3,1949,1950,N,480,0,480,0,0,1,1,4,0,1,308,2006,35311
918,17140,4,6,1956,1956,Y,1229,0,1229,1,0,3,1,6,0,1,284,2009,135000
919,13125,7,5,1991,1991,Y,912,1215,2127,2,1,4,1,8,1,3,833,2007,238000
920,11029,6,8,1958,2002,Y,1414,0,1414,1,0,3,1,6,1,2,601,2008,176500
921,8462,6,5,1994,1994,Y,936,785,1721,2,1,3,1,7,0,2,471,2007,201000
922,8777,5,7,1900,2003,Y,1272,928,2200,2,2,4,2,9,0,0,0,2008,145900
923,10237,6,5,2005,2006,Y,1316,0,1316,2,0,3,1,6,1,2,397,2006,169990
924,8012,6,5,1993,1994,Y,1617,0,1617,2,0,2,1,5,1,2,533,2008,193000
925,10240,6,6,1980,1980,Y,1686,0,1686,2,0,3,1,7,1,2,612,2006,207500
926,15611,5,6,1977,1977,Y,1126,0,1126,2,0,3,1,6,0,2,540,2008,175000
927,11999,8,5,2003,2004,Y,1234,1140,2374,2,1,4,1,10,1,3,656,2007,285000
928,9900,7,5,1968,1968,Y,1098,880,1978,2,1,4,1,9,1,2,486,2008,176000
929,11838,8,5,2001,2001,Y,1788,0,1788,2,0,3,1,7,1,2,522,2009,236500
930,13006,7,5,1997,1997,Y,993,1243,2236,2,1,4,1,8,1,2,642,2006,222000
931,8925,8,5,2007,2007,Y,1466,0,1466,2,0,3,1,7,0,3,610,2009,201000
932,9100,5,6,1965,1965,Y,925,0,925,1,0,2,1,5,0,1,429,2009,117500
933,11670,9,5,2006,2006,Y,1905,0,1905,2,0,3,1,8,1,3,788,2007,320000
934,8487,7,5,2004,2004,Y,1500,0,1500,2,0,3,1,6,0,2,570,2009,190000
935,27650,7,7,1960,2007,Y,2069,0,2069,2,0,4,1,9,1,2,505,2008,242000
936,5825,4,5,1926,1953,Y,747,0,747,1,0,1,1,5,0,2,528,2006,79900
937,10083,7,5,2003,2003,Y,1200,0,1200,2,0,2,1,5,0,2,555,2009,184900
938,9675,7,5,2005,2005,Y,1113,858,1971,2,1,3,1,8,1,2,689,2009,253000
939,8760,7,5,2006,2006,Y,1391,571,1962,2,1,3,1,7,0,3,868,2006,239799
940,24090,7,7,1940,1950,Y,1207,1196,2403,2,0,4,1,10,2,1,349,2010,244400
941,12640,6,5,1976,1976,Y,1728,0,1728,2,0,4,2,8,0,2,574,2006,150900
942,8755,7,5,1999,1999,Y,1022,1038,2060,2,1,3,1,8,1,2,390,2009,214000
943,7711,4,3,1977,1977,Y,1440,0,1440,2,0,4,2,8,0,0,0,2007,150000
944,25000,5,4,1967,1967,Y,1632,0,1632,2,0,4,2,8,0,2,576,2007,143000
945,14375,6,6,1958,1958,Y,1344,0,1344,1,0,3,1,7,1,2,525,2009,137500
946,8820,5,6,1890,1996,Y,1188,561,1869,1,0,2,1,7,0,2,456,2009,124900
947,8163,5,6,1959,1959,Y,1144,0,1144,1,0,3,1,6,1,1,796,2006,143000
948,14536,8,5,2002,2003,Y,1629,0,1629,2,0,3,1,9,1,3,808,2007,270000
949,14006,7,5,2002,2002,Y,936,840,1776,2,1,3,1,7,1,2,474,2006,192500
950,9360,6,7,1972,2006,Y,1381,0,1381,1,1,3,1,5,1,2,676,2010,197500
951,7200,5,8,1950,2002,Y,864,0,864,1,0,3,1,5,0,2,720,2007,129000
952,7800,5,5,1965,1965,Y,965,0,965,1,0,3,1,6,0,1,300,2006,119900
953,7200,5,8,1972,2003,Y,768,0,768,1,0,2,1,5,0,1,396,2009,133900
954,11075,5,4,1969,1969,Y,1168,800,1968,2,1,4,1,7,1,2,530,2008,172000
955,9400,6,5,1975,1975,Y,980,0,980,2,0,4,0,4,0,0,0,2006,127500
956,7136,6,6,1946,1950,N,979,979,1958,2,0,4,2,8,0,2,492,2007,145000
957,1300,6,6,1980,1980,Y,561,668,1229,1,1,2,1,5,1,2,462,2009,124000
958,7420,5,5,1962,1962,Y,1057,0,1057,1,0,3,1,6,0,2,576,2007,132000
959,8450,7,5,2003,2003,Y,1337,0,1337,2,0,3,1,6,0,2,531,2007,185000
960,2572,7,5,1999,1999,Y,696,720,1416,2,1,3,1,6,0,2,484,2010,155000
961,7207,5,7,1958,2008,Y,858,0,858,1,0,2,1,4,0,0,0,2010,116500
962,12227,6,7,1977,1995,Y,1542,1330,2872,2,1,4,1,11,1,2,619,2008,272000
963,2308,6,6,1976,1976,Y,804,744,1548,2,1,3,1,7,1,2,440,2007,155000
964,11923,9,5,2007,2007,Y,1800,0,1800,2,0,2,1,7,0,2,702,2009,239000
965,11316,7,5,2002,2003,Y,824,1070,1894,2,1,4,1,8,1,2,510,2010,214900
966,10237,6,5,2005,2007,Y,783,701,1484,2,1,3,1,8,1,2,393,2007,178900
967,9600,5,7,1940,1950,Y,976,332,1308,1,1,2,1,7,2,1,256,2009,160000
968,7390,5,7,1955,1955,Y,1098,0,1098,1,0,3,1,6,0,1,260,2008,135000
969,5925,3,6,1910,1950,N,600,368,968,1,0,2,1,6,0,0,0,2009,37900
970,10382,6,5,1958,1958,Y,1095,0,1095,1,0,2,1,6,0,1,264,2006,140000
971,10800,4,4,1949,1950,N,720,472,1192,1,1,4,1,6,0,0,0,2006,135000
972,2268,7,5,2003,2004,Y,764,862,1626,2,0,2,1,6,0,2,474,2009,173000
973,7892,6,5,1979,1979,Y,918,0,918,2,0,2,1,5,1,1,264,2010,99500
974,11639,7,5,2007,2008,Y,1428,0,1428,2,0,3,1,6,0,2,480,2008,182000
975,11414,7,8,1910,1993,N,1136,883,2019,1,0,3,1,8,0,2,532,2009,167500
976,2651,7,5,2000,2000,Y,673,709,1382,2,1,3,1,6,0,2,490,2006,165000
977,5900,4,7,1923,1958,Y,869,0,869,1,0,2,1,4,0,0,0,2006,85500
978,4274,7,5,2006,2007,Y,1241,0,1241,1,1,1,1,4,0,2,569,2007,199900
979,9450,4,5,1954,1954,Y,894,0,894,1,0,3,1,5,0,2,400,2007,110000
980,8816,5,6,1963,1963,Y,1121,0,1121,1,0,3,1,5,0,2,480,2009,139000
981,12122,7,9,1961,2007,Y,999,0,999,1,0,3,1,6,0,2,588,2008,178400
982,12203,8,5,1998,1999,Y,1276,1336,2612,2,1,4,1,8,1,3,676,2009,336000
983,3182,7,5,2007,2007,Y,1266,0,1266,2,0,2,1,6,1,2,388,2008,159895
984,11250,8,5,2002,2002,Y,1149,1141,2290,2,1,4,1,9,1,2,779,2008,255900
985,10125,5,5,1977,1977,Y,1302,432,1734,2,0,4,2,8,0,2,539,2009,126000
986,10880,5,5,1950,1950,N,1164,0,1164,1,0,3,1,5,0,1,240,2008,125000
987,5310,6,8,1910,2003,Y,1001,634,1635,1,0,2,1,5,0,1,255,2006,117000
988,10159,9,5,2009,2010,Y,1940,0,1940,2,1,3,1,8,1,3,606,2010,395192
989,12046,6,6,1976,1976,Y,1118,912,2030,2,1,4,1,8,1,2,551,2007,195000
990,8125,7,5,2006,2006,Y,778,798,1576,2,1,3,1,6,0,2,614,2006,197000
991,9452,8,5,1997,1998,Y,1407,985,2392,2,1,3,1,7,1,3,870,2006,348000
992,17671,8,9,1882,1986,Y,916,826,1742,1,1,4,1,8,1,2,424,2009,168000
993,9760,6,8,1964,1993,Y,1020,831,1851,2,1,3,1,7,1,2,440,2007,187000
994,8846,6,5,2005,2006,Y,750,750,1500,2,1,3,1,6,0,2,564,2006,173900
995,12456,10,5,2006,2007,Y,1718,0,1718,2,0,3,1,7,1,3,786,2009,337500
996,4712,4,7,1946,1950,Y,774,456,1230,1,1,3,1,5,0,1,305,2006,121600
997,10659,5,6,1961,1961,Y,1050,0,1050,1,0,3,1,6,0,1,368,2006,136500
998,11717,6,6,1970,1970,Y,1442,0,1442,2,0,2,1,6,1,2,615,2009,185000
999,9786,3,4,1922,1950,N,1077,0,1077,1,0,3,1,6,1,1,210,2006,91000
1000,6762,7,5,2006,2006,Y,1208,0,1208,2,0,2,1,6,0,2,632,2010,206000
1001,10206,3,3,1952,1952,N,944,0,944,1,0,2,1,4,0,2,528,2009,82000
1002,5400,5,6,1920,1950,Y,691,0,691,1,0,2,1,4,0,1,216,2007,86000
1003,11957,8,5,2006,2006,Y,1574,0,1574,2,0,3,1,7,1,3,824,2008,232000
1004,11500,5,6,1976,1976,Y,1680,0,1680,2,0,4,2,8,0,2,528,2007,136905
1005,3182,7,5,2005,2006,Y,1504,0,1504,2,0,1,1,7,1,2,457,2009,181000
1006,8385,5,8,1977,1977,Y,985,0,985,2,0,3,1,6,0,1,328,2008,149900
1007,12155,6,3,1970,1970,Y,1657,0,1657,2,0,3,1,7,1,2,484,2007,163500
1008,2217,4,4,1970,1970,Y,546,546,1092,1,1,3,1,6,0,1,286,2009,88000
1009,12118,7,5,2004,2005,Y,1710,0,1710,2,0,3,1,7,1,2,550,2009,240000
1010,6000,5,5,1926,1950,Y,1008,0,1522,2,0,4,1,7,0,0,0,2006,102000
1011,21286,5,5,1948,1950,Y,720,551,1271,2,0,4,1,7,1,1,312,2008,135000
1012,9825,5,5,1965,1965,N,1664,0,1664,2,0,4,2,8,0,0,0,2010,100000
1013,10592,6,7,1923,1996,Y,900,602,1502,1,1,3,1,7,2,1,180,2007,165000
1014,7200,5,4,1910,2006,N,1022,0,1022,1,0,2,1,4,0,1,280,2009,85000
1015,11664,6,5,1948,1950,Y,1082,0,1082,1,0,2,1,5,1,1,240,2007,119200
1016,8400,8,6,2001,2001,Y,810,855,1665,2,1,3,1,6,0,2,528,2009,227000
1017,11883,7,5,1996,1996,Y,1504,0,1504,2,0,3,1,6,1,2,478,2009,203000
1018,5814,8,5,1984,1984,Y,1360,0,1360,1,0,1,1,4,1,2,565,2009,187500
1019,10784,7,5,1991,1992,Y,802,670,1472,2,1,3,1,7,1,2,402,2007,160000
1020,3013,7,5,2005,2005,Y,1506,0,1506,2,0,2,1,6,1,2,440,2006,213490
1021,7024,4,5,2005,2005,Y,1132,0,1132,1,1,2,1,5,0,2,451,2008,176000
1022,7406,7,5,2006,2006,Y,1220,0,1220,2,0,2,1,6,0,2,632,2006,194000
1023,9439,5,5,1930,1950,Y,912,336,1248,1,0,2,1,6,0,1,160,2007,87000
1024,3182,7,5,2005,2006,Y,1504,0,1504,2,0,2,1,7,1,2,437,2008,191000
1025,15498,8,6,1976,1976,Y,2898,0,2898,2,0,2,1,10,1,2,665,2008,287000
1026,7700,5,5,1972,1972,Y,882,0,882,1,0,3,1,5,0,2,461,2007,112500
1027,9300,5,5,1960,1960,Y,1264,0,1264,1,0,3,1,6,2,2,461,2010,167500
1028,9520,8,5,2007,2008,Y,1646,0,1646,2,0,3,1,7,1,3,800,2008,293077
1029,9492,5,5,1941,1950,Y,968,408,1376,1,0,3,1,6,1,1,240,2007,105000
1030,1680,6,7,1972,1972,Y,672,546,1218,1,1,3,1,7,0,1,264,2006,118000
1031,7082,5,8,1916,1995,Y,948,980,1928,2,0,5,2,10,0,0,0,2006,160000
1032,15863,7,3,1920,1970,Y,1687,998,3082,2,1,5,1,12,2,2,672,2009,197000
1033,14541,8,7,1993,1993,Y,1352,1168,2520,2,1,5,1,10,1,3,796,2006,310000
1034,8125,7,5,2002,2002,Y,1654,0,1654,2,0,3,1,6,0,3,900,2006,230000
1035,6305,5,7,1938,1950,Y,954,0,954,1,0,2,1,5,1,1,240,2007,119750
1036,11500,4,3,1957,1957,N,845,0,845,1,0,3,1,5,0,1,290,2009,84000
1037,12898,9,5,2007,2008,Y,1620,0,1620,2,0,2,1,6,1,3,912,2009,315500
1038,9240,8,5,2001,2002,Y,1055,1208,2263,2,1,3,1,7,1,2,905,2008,287000
1039,1533,4,6,1970,2008,Y,798,546,1344,1,1,3,1,6,1,0,0,2009,97000
1040,1477,4,4,1970,1970,Y,630,0,630,1,0,1,1,3,0,1,286,2009,80000
1041,13125,5,4,1957,2000,Y,1803,0,1803,2,0,3,1,8,1,2,484,2006,155000
1042,9130,6,8,1966,2000,Y,800,832,1632,1,1,4,1,7,0,2,484,2008,173000
1043,5381,6,5,2005,2005,Y,1306,0,1306,2,0,1,1,5,1,2,624,2009,196000
1044,11839,7,5,1990,1990,Y,1532,797,2329,2,1,4,1,10,1,2,514,2008,262280
1045,9600,8,5,1981,1981,Y,2524,0,2524,2,1,4,1,9,1,2,542,2009,278000
1046,13680,3,5,1955,1955,Y,1733,0,1733,2,0,4,1,8,1,2,452,2009,139600
1047,16056,9,5,2005,2006,Y,1992,876,2868,3,1,4,1,11,1,3,716,2006,556581
1048,9245,5,5,1994,1995,Y,990,0,990,1,0,3,1,5,0,2,672,2008,145000
1049,21750,5,4,1960,2006,Y,1771,0,1771,1,0,3,1,9,1,2,336,2009,115000
1050,11100,4,7,1946,2006,Y,930,0,930,1,0,2,1,6,0,1,308,2010,84900
1051,8993,7,5,2007,2007,Y,1302,0,1302,2,0,3,1,6,0,2,436,2007,176485
1052,11175,7,5,2007,2007,Y,1316,0,1316,2,0,3,1,6,1,2,440,2007,200141
1053,9500,6,6,1964,1978,Y,1127,850,1977,1,1,4,1,9,1,2,540,2007,165000
1054,8562,5,6,1957,2002,Y,1526,0,1526,1,0,4,1,7,1,1,364,2010,144500
1055,11367,8,5,2002,2002,Y,1091,898,1989,2,1,3,1,7,1,2,586,2006,255000
1056,11361,6,5,1976,1976,Y,1523,0,1523,2,0,3,1,7,1,2,478,2008,180000
1057,7052,7,5,2005,2005,Y,1364,0,1364,2,0,2,1,6,1,2,484,2006,185850
1058,29959,7,6,1994,1994,Y,979,871,1850,2,1,3,1,7,1,2,467,2009,248000
1059,11308,9,5,2008,2008,Y,1130,1054,2184,2,1,3,1,10,1,3,836,2009,335000
1060,11275,6,7,1932,1950,Y,1096,895,1991,1,1,3,1,7,1,2,432,2007,220000
1061,4920,8,5,2001,2001,Y,1338,0,1338,2,0,2,1,6,0,2,582,2010,213500
1062,18000,3,4,1935,1950,Y,894,0,894,1,0,2,1,6,0,3,1248,2008,81000
1063,13600,5,5,1900,1950,N,1422,915,2337,2,0,5,2,10,0,2,560,2007,90000
1064,6000,6,6,1925,1980,Y,1103,0,1103,1,0,2,1,5,1,2,440,2006,110500
1065,11000,5,6,1966,1966,Y,1154,0,1154,1,1,3,1,6,1,2,480,2009,154000
1066,14000,7,5,1996,1997,Y,1306,954,2260,2,1,3,1,7,0,2,533,2010,328000
1067,7837,6,7,1993,1994,Y,799,772,1571,2,1,3,1,7,1,2,380,2009,178000
1068,9760,6,6,1964,1964,Y,798,813,1611,1,1,4,1,7,0,2,442,2008,167900
1069,3964,6,4,1973,1973,Y,1291,1230,2521,2,1,5,1,10,1,2,576,2006,151400
1070,9600,5,7,1949,2003,Y,893,0,893,1,0,2,1,4,0,2,576,2007,135000
1071,10152,5,5,1956,1956,Y,1048,0,1048,1,0,3,1,6,0,1,286,2007,135000
1072,11700,6,6,1968,1968,Y,829,727,1556,1,1,4,1,8,0,2,441,2009,154000
1073,7585,5,3,1948,1950,Y,1002,454,1456,1,0,4,1,7,1,1,280,2006,91500
1074,7950,6,6,1977,1977,Y,698,728,1426,1,1,3,1,6,0,2,440,2009,159500
1075,8556,7,5,2006,2006,Y,1240,0,1240,2,0,2,1,5,0,3,826,2007,194000
1076,13125,7,6,1940,1984,Y,960,780,1740,1,1,3,1,6,2,1,240,2007,219500
1077,10800,5,8,1936,1989,Y,1096,370,1466,2,0,3,1,7,1,2,566,2006,170000
1078,15870,5,5,1969,1969,Y,1096,0,1096,1,0,3,1,6,0,1,299,2006,138800
1079,4435,6,5,2004,2004,Y,848,0,848,1,0,1,1,3,1,2,420,2006,155900
1080,8775,5,5,1994,1994,Y,990,0,990,1,0,3,1,5,0,1,299,2007,126000
1081,11040,6,7,1971,2004,Y,1258,0,1258,2,0,3,1,5,0,2,528,2008,145000
1082,7500,5,5,1963,1963,Y,1040,0,1040,1,1,3,1,5,0,1,308,2010,133000
1083,8749,7,5,2002,2002,Y,1459,0,1459,2,0,3,1,6,1,2,527,2007,192000
1084,8800,6,6,1964,1964,Y,1251,0,1251,1,0,3,1,6,2,1,461,2006,160000
1085,13031,6,5,1995,1996,Y,691,807,1498,2,1,3,1,6,1,2,409,2006,187500
1086,9069,6,6,1992,1992,Y,996,0,996,1,0,2,1,5,0,2,564,2010,147000
1087,1974,4,5,1973,1973,Y,546,546,1092,1,1,3,1,6,0,1,286,2010,83500
1088,10574,8,5,2005,2006,Y,1082,871,1953,2,1,3,1,9,1,3,1043,2009,252000
1089,2522,7,5,2004,2004,Y,970,739,1709,2,0,3,1,7,0,2,380,2006,137500
1090,3316,8,5,2005,2005,Y,1247,0,1247,1,1,1,1,4,1,2,550,2006,197000
1091,8544,3,4,1950,1950,N,1040,0,1040,2,0,2,2,6,0,2,400,2009,92900
1092,2160,7,5,1999,2000,Y,624,628,1252,2,1,2,1,4,0,2,462,2008,160000
1093,8400,6,5,1925,1950,Y,1390,304,1694,2,0,4,1,7,1,2,576,2008,136500
1094,9230,5,8,1965,1998,Y,1200,0,1200,1,1,1,1,6,0,2,884,2006,146000
1095,5868,5,7,1956,2000,Y,936,0,936,1,0,2,1,4,0,1,308,2010,129000
1096,9317,6,5,2006,2006,Y,1314,0,1314,2,0,3,1,6,1,2,440,2007,176432
1097,6882,6,7,1914,2006,Y,773,582,1355,1,1,3,1,7,0,0,0,2007,127000
1098,3696,8,5,1986,1986,Y,1088,0,1088,1,1,2,1,5,0,2,461,2007,170000
1099,6000,4,6,1936,1950,Y,757,567,1324,1,0,3,1,6,0,1,240,2009,128000
1100,11880,7,5,1978,1978,Y,1601,0,1601,2,0,3,1,7,1,2,478,2009,157000
1101,8400,2,5,1920,1950,N,438,0,438,1,0,1,1,3,0,1,246,2009,60000
1102,9758,5,5,1971,1971,Y,950,0,950,1,0,3,1,5,0,1,280,2007,119500
1103,7000,5,7,1960,2002,Y,1134,0,1134,1,0,2,1,6,0,1,254,2007,135000
1104,8910,6,6,1959,1959,Y,1194,0,1194,1,0,3,1,6,1,2,539,2006,159500
1105,2016,5,5,1970,1970,Y,630,672,1302,2,1,3,1,6,0,2,440,2007,106000
1106,12256,8,5,1994,1995,Y,1500,1122,2622,2,1,3,1,9,2,2,712,2010,325000
1107,10357,7,5,1990,1991,Y,1442,0,1442,2,0,3,1,6,1,2,719,2007,179900
1108,23257,7,5,2006,2006,Y,887,1134,2021,2,1,3,1,9,1,2,422,2006,274725
1109,8063,6,5,2000,2000,Y,948,742,1690,2,1,3,1,7,1,2,463,2007,181000
1110,11362,8,5,2004,2005,Y,1836,0,1836,2,0,3,1,7,1,3,862,2009,280000
1111,8000,6,5,1995,1996,Y,773,885,1658,2,1,3,1,8,1,2,431,2008,188000
1112,10480,7,6,1976,1976,Y,1098,866,1964,2,1,4,1,8,1,2,483,2008,205000
1113,7100,5,7,1957,1957,Y,816,0,816,1,0,2,1,5,0,1,308,2006,129900
1114,8923,5,7,1953,2006,Y,1008,0,1008,1,0,2,1,6,0,1,240,2007,134500
1115,5400,5,7,1954,2000,Y,833,0,833,1,0,2,1,4,0,1,326,2006,117000
1116,12085,8,5,2007,2007,Y,1734,0,1734,2,0,3,1,7,1,3,928,2007,318000
1117,7750,8,5,2002,2002,Y,779,640,1419,2,1,3,1,7,1,2,527,2009,184100
1118,9764,5,7,1967,2003,Y,894,0,894,1,0,3,1,5,0,2,450,2008,130000
1119,13825,5,6,1958,1987,Y,1021,580,1601,1,0,3,1,6,0,1,300,2008,140000
1120,7560,5,5,1959,1959,Y,1040,0,1040,1,0,3,1,6,0,1,286,2006,133700
1121,8263,6,5,1920,1950,Y,1012,0,1012,1,0,2,1,6,1,1,308,2007,118400
1122,10084,7,5,2005,2006,Y,1552,0,1552,2,0,3,1,7,0,3,782,2006,212900
1123,8926,4,3,1956,1956,Y,960,0,960,1,0,3,1,5,0,1,288,2009,112000
1124,9405,5,9,1947,2008,Y,698,0,698,1,0,2,1,4,0,0,0,2009,118000
1125,9125,7,5,1992,1992,Y,812,670,1482,2,1,3,1,7,1,2,392,2007,163900
1126,10434,4,5,1955,1955,Y,1005,0,1005,1,0,2,1,5,1,2,672,2009,115000
1127,3684,7,5,2007,2007,Y,1555,0,1555,2,0,2,1,7,1,3,660,2009,174000
1128,14572,7,5,2004,2004,Y,1530,0,1530,2,0,3,1,7,1,3,630,2007,259000
1129,11796,7,5,2004,2005,Y,847,1112,1959,2,1,4,1,8,1,2,434,2007,215000
1130,7200,5,5,1980,1980,Y,936,0,936,1,0,2,1,4,0,2,672,2007,140000
1131,7804,4,3,1928,1950,Y,1328,653,1981,2,0,4,1,7,2,2,576,2009,135000
1132,10712,5,5,1991,1992,Y,974,0,974,1,0,3,1,5,0,0,0,2007,93500
1133,9900,6,4,1880,1950,Y,1178,1032,2210,2,0,5,1,8,0,1,205,2007,117500
1134,9828,8,5,1995,1995,Y,1142,878,2020,2,1,3,1,8,1,2,466,2009,239500
1135,8773,6,5,1997,1997,Y,916,684,1600,2,1,3,1,7,1,2,460,2007,169000
1136,6180,6,5,1926,1950,N,986,0,986,1,0,2,1,5,1,1,180,2007,102000
1137,9600,6,5,1950,1950,Y,1032,220,1252,1,0,3,1,6,0,1,288,2008,119000
1138,6342,5,8,1875,1996,N,780,240,1020,1,0,2,1,6,0,0,0,2010,94000
1139,9819,6,5,1977,1977,Y,1567,0,1567,2,0,2,1,5,2,2,714,2009,196000
1140,8731,5,5,1920,1950,Y,1167,0,1167,1,0,3,1,6,1,2,495,2007,144000
1141,7350,5,7,1951,1951,Y,952,0,952,1,0,2,1,4,0,2,840,2008,139000
1142,10304,5,7,1976,1976,Y,1088,780,1868,2,1,4,1,9,1,2,484,2009,197500
1143,9965,8,5,2006,2007,Y,1466,1362,2828,3,0,4,1,11,1,3,1052,2007,424870
1144,9000,5,3,1959,1959,Y,1006,0,1006,1,0,3,1,5,0,0,0,2008,80000
1145,12180,4,4,1941,1950,N,672,252,924,1,0,2,1,5,0,1,280,2010,80000
1146,6240,5,6,1928,1950,Y,1042,534,1576,1,0,3,1,8,1,1,225,2006,149000
1147,11200,6,5,1985,1985,Y,1298,0,1298,2,0,3,1,5,1,2,403,2006,180000
1148,12000,7,7,1941,1950,Y,860,704,1564,1,1,3,1,7,1,1,234,2009,174500
1149,5700,7,7,1926,1950,Y,572,539,1111,1,0,2,1,5,1,1,288,2008,116900
1150,9000,7,9,1920,1988,Y,832,650,1482,1,0,3,1,7,0,2,324,2009,143000
1151,8280,6,5,1950,1950,Y,932,0,932,1,0,2,1,4,1,1,306,2007,124000
1152,17755,5,4,1959,1959,Y,1466,0,1466,1,1,3,1,6,2,2,528,2006,149900
1153,14115,6,7,1956,2004,Y,1811,0,1811,1,0,2,1,6,1,2,470,2006,230000
1154,5890,6,8,1930,2007,Y,816,0,816,1,0,2,1,5,0,1,432,2008,120500
1155,13700,7,6,1965,1988,Y,902,918,1820,1,2,4,1,8,2,2,492,2008,201800
1156,10768,5,8,1976,2004,Y,1437,0,1437,2,0,3,1,6,1,2,528,2007,218000
1157,9350,5,8,1965,1999,Y,1265,0,1265,2,0,3,1,6,1,2,502,2008,179900
1158,5001,7,5,2007,2008,Y,1314,0,1314,2,0,2,1,6,1,2,626,2009,230000
1159,11932,8,5,2007,2008,Y,1580,0,1580,2,0,3,1,7,0,3,830,2008,235128
