w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,y
0,0,0,0.45,0,0,0,0,0.153,0.092,0,0,1
0.68,0.09,0.09,0.58,0,0,0,0,0,0.03,0,0.045,1
0,0,0,0,0,0,0,0,0,0.075,0,0.3,1
0,0,0,0,0,0,0,0,0,0.075,0,0.3,1
0.4,0.4,2.4,0.8,0.4,0,0.4,0,0,0.232,0,0.116,1
0,0.63,0,0,0,0,0,0,0,0,0,0.613,1
0,1.25,0,1.25,0,0,0,0,0.199,0,0,0,1
0.26,0.26,0,0,0,0,0.26,0,0.038,0.038,0,0,1
2.83,0,0.7,1.41,0,0,0,0,0,0,0,0,1
2.22,0.55,0,0.55,0,0,0,0,0,0.255,0,0.34,1
0.72,0.72,0,0,0,0,0,0,0,0.364,0,0.121,1
0.84,0.84,0,0,0,0,0,0,0,0.388,0,0.129,1
0.72,0.72,0,0,0,0,0,0,0,0.364,0,0.121,1
0.4,0.81,0.81,3.27,0,0,0,0,0,0.64,0,0.8,1
0.63,0,0.23,0.58,2.61,0,0,0,0,0.204,0,0.186,1
5,0,0,2.85,0,0,0,0,0,0,0,0,1
1.3,0,0,1.3,0,0,0,0,0,0,0,0.103,1
0,1.61,1.61,0,0,0,0,0,0,0,0,0,1
0.32,0,0.64,2.56,0,0,0,0,0,0.098,0.049,0,1
0.64,0.64,1.29,0.64,0,0,0,0,0,0,0,0,1
0.49,0.98,0,0,0,0,0,0,0.064,0.258,0,0.064,1
0.44,0,0,0,0,0,0,0,0.222,0,0,0.37,1
0.69,0.69,0,0,0,0,0,0,0,0.35,0,0.116,1
0.44,0,0,0,0,0,0,0,0.222,0,0,0.37,1
0.44,0,0,0,0,0,0,0,0.222,0,0,0.37,1
0.44,0,0,0,0,0,0,0,0.222,0,0,0.37,1
0,0,0,0.59,0,0,0,0,0,0.177,0,0.088,1
0.8,0.5,0.1,0.1,0.2,0,0,0.1,0,0.11,0,0.158,1
1.66,1.66,0,3.33,0,0,0,0,0,0.284,0,0,1
0.8,0.5,0.1,0.1,0.2,0,0,0.1,0,0.11,0,0.158,1
0.52,0,0.17,0.87,0.17,0,0,0,0,0.376,0,0.721,1
0.8,0,0,0,0,0,0,0,0,0,0,0,1
2.63,1.05,0,1.05,0,0,0,0,0,0,0.091,0.729,1
1.45,0.05,0.05,0,0.23,0,0,0,0.01,0.051,0,0.163,1
0.52,0,0.17,0.87,0.17,0,0,0,0,0.373,0,0.716,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.2,0.2,0.8,0,0.2,0,0,0,0,0.175,0,0.175,1
1.04,0,0,0,2.09,0,0,0,0,0.105,0,0.105,1
0.12,0,0.12,0,0.12,0,0,0,0,0.185,0,0.061,1
0.12,0,0.12,0,0.12,0,0,0,0,0.185,0,0.061,1
0,0,0.77,0,0.38,0,0,0,0,0.034,0,0.207,1
0,0,0.93,0,0.41,0,0,0,0,0,0,0.199,1
0.61,0,0.3,0.92,0,0,0,0,0,0.094,0,0,1
1.13,1.13,0,1.13,0,0,0,0,0,0.319,0,0,1
1.45,0.05,0.05,0,0.23,0,0,0,0.01,0.051,0,0.163,1
0.32,0,0.64,0,0,0,0,0,0,0.052,0,0.105,1
0,0,0.93,0,0.41,0,0,0,0,0,0,0.199,1
0.39,0.19,0.19,0,0.59,0,0,0,0,0.074,0,0.548,1
0.43,0,0,0,0,0,0,0,0,0.068,0,0,1
0.3,0,0.4,0,0,0,0,0,0.78,0.037,0,1.334,1
0,0,0,0.39,0,0,0,0,0,0,0,0.256,1
0,0,0,0,0,0,0,0,0,0.098,0,0,1
0.54,0,1.62,0,0,0,1.62,0,0,0.038,0.038,0,1
0.26,0,0,0.8,0,0,0,0,0,0.299,0,0,1
0.9,0.9,0.9,1.81,0,0,0,0,0,0.319,0,0,1
0,0,2.64,0,0,0,0,0,0,0.231,0,0.231,1
0.55,0,0,1.11,0,0,0,0,0,0,0,0.08,1
1.21,0.8,0.8,1.61,0,0,0,0,0,0.07,0,0,1
1.06,1.6,0.53,0,0,0,0,0,0,0.239,0.079,0,1
1.17,0,2.35,1.17,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.48,1
0.8,0.8,0.8,0.8,0,0,0,0,0,0.135,0,0,1
0.8,0.8,0.8,0.8,0,0,0,0,0,0.134,0,0,1
1.66,0,1.3,0.59,0,0,0.11,0,0,0.038,0,0.233,1
0.43,0.43,0.52,0.78,0.17,0,0.08,0,0,0.108,0,0.243,1
0.6,0.4,0.81,0.1,0.4,0,0,0,0,0,0.26,0.391,1
0,0.22,0.22,0.22,0,0,0,0,0,4.271,0,0,1
0.2,0.2,0.8,0,0.2,0,0,0,0,0.174,0,0.174,1
0,0.49,0,0.49,0,0,0,0,0,0.195,0,0.195,1
0.65,0.65,0,0.65,0,0,0.65,0,0,0,0,0,1
1.25,0,0,1.25,0,0,0,0,0,0.11,0,0.11,1
0,0.9,0,0,0,0,0,0,0,0,0,0,1
0,0.29,0,1.16,0,0,0,0,0,0.132,0,0,1
0,0,0,0,0.47,0,0,0,0.067,0.202,0,0,1
0.05,0,0.16,0.19,0,0,0,0,0,0.086,0,0.15,1
0.05,0,0.16,0.19,0,0,0,0,0,0.086,0,0.15,1
0.27,0,0.83,0,1.95,0,0.27,0,0,0.279,0,0.093,1
0,0,0,0,0,0,0,0,0,0.177,0,0.354,1
0.07,0,0.1,0.17,0.03,0,0,0,0,0.071,0,0.065,1
0.08,0.08,1.4,0,0,0,0,0,0,0.063,0,0.191,1
1.09,0,0.54,0.27,0,0,0,0,0,0,0,0.128,1
0,0.19,0.39,0.98,0.39,0,0,0,0,0.237,0,0.316,1
3.84,0,0,0,0,0,0,0,0,0,0,0,1
0.14,0,1.16,0.03,0,0,0,0,0.006,0.159,0,0.221,1
0,0,0,0,0,0,0,0,0,0.198,0,0.198,1
1.17,0,0,0.78,0,0,0,0,0,0,0,0.094,1
0.68,0.34,0,2.04,0,0,0,0,0,0.167,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
1.45,0,0,0.64,0,0,0,0,0,0.198,0,0,1
0.28,0,0.84,0,1.97,0,0.28,0,0,0.284,0,0.094,1
0.3,0.61,0.61,0.3,0,0,0,0,0,0.051,0,0.051,1
0,0,3.77,0,0,0,0,0,0.264,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,3.77,0,0,0,0,0,0.264,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,3.77,0,0,0,0,0,0.264,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.21,0.1,0.21,0,0,0,0,0,0,0.099,0,0.066,1
0,1.15,0,0.38,0.38,0,0,0,0,0,0,0.347,1
0.68,0.68,0.68,0,0,0,1.36,0,0,0,0,0.242,1
1.03,0,0,0,0,0,0,0,0,0.074,0,0.149,1
0,0,1.25,0,0,0,0,0,0,0.066,0,0.099,1
0,0,0,1.33,0,0,0,0,0,0,0,0,1
0.82,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.403,0,0,1
0.36,0,0,0,0,0,0,0,0.016,0.048,0.032,0.032,1
1.59,0,1.35,0.61,0,0,0,0,0,0.041,0,0.229,1
1.59,0,1.35,0.61,0,0,0,0,0,0.041,0,0.229,1
0,0,0,0,0,0,0,0,0,0.176,0,0.352,1
0.26,0.13,0.26,0,0,0,0,0,0,0.109,0,0.021,1
0.36,0,0,0,0,0,0,0,0,0.059,0.029,0.014,1
0.38,0,0,1.54,0,0,0,0,0,0.196,0,0,1
1.01,0,0,0,0,0,0,0,0,0.088,0,0.088,1
0.53,0,0,0,0,0,0.53,0,0,0.191,0,0.478,1
1.18,0.23,0.11,2.14,0.35,0,0.11,0,0,0.059,0,0.197,1
1.07,0,1.07,0,0,0,0.35,0,0,0.24,0,0.24,1
0,0,0.19,0.57,0.38,0,0,0,0,0.099,0,0.066,1
0.4,0.1,0.2,0.91,4.26,0,0,0,0,0.096,0,0.16,1
0.15,0,0.66,0.23,0,0,0,0,0.006,0.078,0,0.496,1
0.32,0,0.64,0,2.58,0,0.32,0,0,0.16,0,0.107,1
0.4,0.1,0.2,0.91,4.26,0,0,0,0,0.096,0,0.16,1
0.85,0.25,0.08,0.25,0.17,0,0.08,0.08,0,0.065,0,0.117,1
0.29,0,0.39,0,0.09,0,0,0,0.766,0.037,0,1.31,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,0.1,0.2,0.91,4.26,0,0,0,0,0.096,0,0.16,1
1.26,0,0,1.26,0,0,0,0,0,0.411,0,0,1
0,0,0,1.61,0,0,0,0,0.714,0,0,0,1
0.84,0.08,0.16,1.6,0.33,0,0.08,0,0,0.047,0.015,0.157,1
0.84,0.08,0.16,1.61,0.33,0,0.08,0,0,0.047,0.015,0.157,1
1.05,1.05,0,0,0,0,0,0,0,0,0,0.176,1
1.25,0,0,1.25,0,0,0,0,0,0.409,0,1.023,1
0.39,0.09,0.29,0.87,4.1,0,0,0,0,0.139,0,0.155,1
0,0,0,0,0,0,0,0,0,0.208,0,0.416,1
0.55,0,0,1.11,0,0,0,0,0,0,0,0.086,1
0.59,0.29,1.78,0,0,0,0,0,0,0.137,0,0.045,1
0.32,0,0.49,1.14,0.49,0,0,0.16,0,0.231,0,0.231,1
1.29,0,0.64,3.89,0,0,0,0,0,0,0,0.08,1
0,0,0,0.96,0,0,0,0,0,0.086,0,0.086,1
0,0,0,1.85,0,0,0,0,0,0.291,0,0,1
0.38,0.38,1.94,0.38,0,0,0.38,0,0,0,0,0.057,1
0.42,0.42,0.85,0,0,0,0,0,0,0.221,0,0.221,1
0,0,0.3,0,0,0,0,0,0,0.146,0,0.097,1
1.68,0.37,0,1.12,0,0,0,0,0,0.066,0,0.165,1
0.91,0,0.45,0,0.45,0,0,0,0,0,0,0,1
1.82,0.36,0.36,0,0,0,0,0,0,0.297,0.059,0,1
0,0,0,0,0,0,0,0,0,0.14,0,0,1
0.13,0.09,0.91,0.26,0,0,0,0,0.032,0.104,0.016,0.515,1
0,1.34,0.33,0.67,0,0,0.33,0,0,0.161,0,0,1
0.13,0,0.13,0,0,0,0,0,0.01,1.03,0,1.611,1
0,0,0,3.38,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.29,0.14,0,0,0,0,0.05,0.066,0,0.05,1
1.44,0,1.32,0.6,0,0,0,0,0,0.04,0,0.224,1
0.43,0,1.31,2.63,0,0,0,0,0,0.201,0,0.067,1
0.45,0.45,1.8,0,0,0,0,0,0,0.281,0,0,1
0.29,0,0,0.58,1.16,0,0,0,0,0,0,0.046,1
1.34,0,0,0.24,0,0,0.12,0,0.063,0.021,0,0.042,1
0.66,0,0.33,0.66,0,0,0.33,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.327,0,0.218,1
0.78,0.52,1.04,0,0,0,0.52,0,0,0.08,0,0.402,1
2.89,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,4.91,0,0,0,0,0,0,0,0,1
0.26,0.26,0,0.26,0,0,0,0,0.462,0.084,0.084,0,1
0,0,0,0,0,0,0,0,0,0,0,3.26,1
0.5,0.25,0,0.5,0,0,0,0,0,0.041,0,0.041,1
0,0,0.25,0,0,0,0,0,0,0.181,0,0.997,1
0,0.35,0,0.7,2.82,0,0,0,0,0.061,0,0,1
2.48,0,0,0,0,0,0,0,0,0,0,0,1
0.77,0.51,1.03,0,0,0,0.51,0,0,0.079,0,0.434,1
0.74,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.188,0,0.188,1
0.09,0.02,0.75,0.16,0,0,0,0,0,0.059,0,0.868,1
0,1.56,0,1.56,0,0,0,0,0,0.256,0,0,1
0,0,0,1.4,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.171,0,0.342,1
0,0.19,0,0,0,0,0,0,0,0.03,0,0,1
0.14,0,0,0,0,0,0,0,0,0,0,0,1
0,0.17,0.17,0,0,3.37,0,0,0.108,0.216,0.061,0.03,1
0.8,0.5,0.1,0.1,0.2,0,0,0.1,0,0.11,0,0.157,1
0,0,0,0,0,0,0,0,0,0.265,0,0.885,1
1.29,0,0,1.29,0,0,0,0,0.187,0,0,0,1
0,0,0,0,0,0,0,0,0,0.452,0,0.301,1
0.76,0.76,1.02,0,0,0,0.51,0,0,0.083,0,0.499,1
0,0,0,0,0,0,0,0,0,0,0,0.353,1
0.85,0.25,0.08,0.25,0.17,0,0.08,0.08,0,0.065,0,0.117,1
0,0,0,3.07,0,0,0,0,0,0,0,0,1
3.48,0,0,1.74,0,0,0,0,0,0.085,0,0.085,1
0.07,0,0.35,0.17,0,0,0,0,0.006,0.054,0,1.05,1
0.32,0,0.64,0,2.57,0,0.32,0,0,0.213,0,0.106,1
0.29,0,0.39,0,0.09,0,0,0,0.766,0.037,0,1.31,1
1.56,0,0.31,0.31,0,0,0,0,0,0.05,0,0,1
0.96,0.96,0,0.96,0,0,0,0,0,0,0,0,1
0,0,2.8,0,0.93,0,0,0,0,0,0,0.154,1
0,0,0,0,0,0,0,0,0,0,0,0.197,1
0,0,0,0,0,0,0,0,0,0.17,0,0.34,1
2.03,0,1.21,0.4,0,0,0,0,0,0,0,0.272,1
1.21,0.6,0,0,0,0,0,0,0,0,0,0.315,1
0,0.25,1.55,0.25,0,0,0,0,0,0.404,0,0.161,1
0.19,0,0.31,0.38,0.69,0,0.12,0,0,0.087,0.054,0.241,1
0.47,0.47,2.38,0,0,0,0,0,0,0.266,0,0.799,1
0,0,0.42,0,0,0,0,0,0,0.129,0,0.194,1
1.24,0.62,0,0,0,0,0,0,0,0,0,0.322,1
1.35,0.33,0,1.01,0,0,0,0,0,0.12,0,0.06,1
0.97,0.97,0,0.97,0,0,0,0,0,0,0,0,1
1.72,0,0.14,0,0.28,0,0,0,0.012,0.064,0,0.206,1
1.44,0,1.32,0.6,0,0,0,0,0,0.041,0,0.205,1
1.1,0,1.2,0.4,0,0,0.1,0,0.017,0.159,0,0.406,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.15,0,0.66,0.23,0,0,0,0,0.006,0.09,0,0.486,1
0.2,0.2,1.71,0.6,0,0,0,0,0,0.017,0,0.206,1
0,0,0,0,0,0,0,0,0,0.093,0.186,0.279,1
1.07,0.19,0.58,0,0.68,0,0.09,0,0,0,0.201,0.232,1
0,0,0,1.42,0,0,0,0,0,0.099,0,0,1
0.76,0,1.52,0.3,0.15,0,0,0,0,0.025,0,0.225,1
0.84,0.28,0.28,0.56,0,0,0.28,0,0,0.05,0,0,1
0.38,0,0.19,0.66,0,0,0,0,0.044,0.059,0,0,1
0,1.11,1.11,0,0,0,0,0,0,0.202,0,0,1
0,0,0.51,0.25,0,0,0.25,0,0,0.457,0,0,1
0,0,0,7.69,0,0,0,0,0,0,0,0,1
0,0,0,1.66,0,0,0,0,0,0,0,0,1
0,0,0.35,2.1,3.15,0,0,0,0,0.116,0,0,1
0,0,0,6.02,0,0,0,0,0,0,0,0,1
0.53,0.53,0.53,0,0,0,0,0,0,0.09,0,0,1
0,0,0,1.26,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,0.609,0,0,1
0.32,0.04,0.4,0.72,0.16,0,0.04,0,0.019,0.052,0.065,0.164,1
0,0,0,6.09,0,0,0,0,0,0,0,0,1
0,0.28,1.15,0,0,0,0,0,0,0,0,0.221,1
0.29,0,0.38,0.29,0,0,0.58,0,0,0.149,0,0.059,1
0.4,0,1.01,0.2,0,0,0.2,0,0,0.03,0,0.302,1
1.14,0,1.52,0,0.38,0,0,0,0,0.171,0,0.147,1
0,0,0,0.38,0,0,0,0,0,0.06,0,0.121,1
1.14,0,0.65,0.16,0,0,0,0,0,0,0,0.29,1
0,0,0,0,0,0,0,0,0.144,0,0,0,1
0.2,0,0.3,0.3,0,0,0.5,0,0,0.141,0,0.056,1
2.15,0,0.75,0.15,0,0,0,0,0.008,0.035,0,0.131,1
0.79,0.49,0.29,0.09,0.19,0,0,0.09,0,0.092,0,0.154,1
1.22,0.61,0,1.22,0,0,0.61,0,0,0.184,0,0,1
0,0,0,2.22,0,0,0,0,0,0,0.145,0.291,1
0,0,0,0.7,0,0.7,0,0,0,0,0,0,1
0.26,0.08,1.56,0.86,0.17,0,0,0.08,0.096,0.234,0,0.261,1
0.43,0.08,2.41,0.34,0.43,0,0.43,0.08,0,0.107,0,0.067,1
0.17,0.35,0.35,0.35,0,0,0,0,0,0.029,0,0.029,1
0.23,0,0.23,0.23,0.23,0,0,0,0,0.111,0,0.037,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.26,0,1.88,0,0,0,0,0,0.407,0.067,0,0,1
0,0,0.27,1.08,0,0,0,0,0,0.225,0,0.496,1
1.63,0,0.16,0,0.32,0,0,0,0.014,0.058,0,0.232,1
0,0,0,0,0,0,0,0,0,0,0,0.208,1
0,0,0,0.38,0,0,0,0,0.01,0.01,0,0,1
0.87,0.09,0.39,0.29,0.78,0,0,0,0.015,0.18,0,0.015,1
0,0,0,0,0,0,0,0,0,0,0,1.219,1
0,0,0.41,0.41,0,0,0,0,0,0.125,0,0.062,1
0,0,0,0.86,0,0,0,0,0,0.24,0,0.481,1
0,0,0,1.05,0,0,0,0,0,0.365,0,0.182,1
0.38,0,0.38,0,0,0,0,0,0,0.124,0,0,1
0.31,0,0,1.25,0,0,0,0,0,0.145,0.048,0.388,1
1.56,1.56,0,0,0,0,0,0,0,0,0,0.255,1
2.9,0.79,0.79,0,0,0,0,0,0,0.138,0,0,1
0.95,0.95,0,0.47,0,0,0,0,0,0.076,0,0.23,1
1.43,0,0,0.47,0,0,0,0,0,0.076,0,0.306,1
0.99,0.99,0,0.49,0,0,0,0,0,0,0,0.239,1
0,0,0,1.19,0,0,0,0,0,0,0,0.787,1
0,0,0,1.63,0,0,0,0,0,0,0,0.267,1
0.27,0,0.21,0.38,0,0,0,0,0.068,0.029,0,0.058,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,0.23,0.47,0,1.89,0,0.47,0,0,0.075,0,0.151,1
0,0,0,0,0,0,0,0,0.212,0.212,0,0.212,1
0,0.17,0.17,0,0,0,0,0,0.029,0.147,0.029,0.058,1
0,0.74,0,0,0,0,0,0,0,0.307,0,0,1
1.12,2.25,0.56,0,0,0,0,0,0,0.083,0,0,1
1.6,0,0,0.8,0,0,0,0,0,0,0,0.361,1
0.87,0,0,0,0,0,0,0,0,0.132,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
1.52,2.29,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.36,0,0,1.36,0,0,0,0,0.222,1
0.57,0.28,0,0,0,0,0,0,0,0.131,0,0.218,1
1.25,0,0.75,0.25,0,0,0,0,0,0.222,0.095,0,1
0,0,0,0,0,0,0,0,0,0.213,0,0.213,1
0.33,0,0.84,0,0,0,0,0,0,0.143,0,0.143,1
0,0,0.82,0.41,0,0,0,0,0.199,0.53,0.331,0,1
0,0,0,0.9,0,0,0,0,0,0,0,0.17,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.212,0,0.212,1
0.28,0,0.98,1.12,0,0,0.07,0,0,0.108,0,0.312,1
0,0,0,0.9,0,0,0,0,0,0,0,0.17,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,4.76,0,0,0,0,0,0,0,0,1
1.65,0.66,0.16,0.82,0,0,0,0,0,0.025,0.075,0.05,1
1.1,2.2,0.55,0,0,0,0,0,0,0.165,0,0,1
0.86,0.86,0,0,0,0,0,0,0,0.272,0,0.136,1
0,0.63,0,1.26,0,0,0,0,0,0,0,0,1
0,0,1.12,0,0,0,0,0,0,0.375,0,6.003,1
0,0,0,0,0,0,0,0,0,0.208,0,0.208,1
0.45,0.15,0.61,0.61,0.45,0,0,0,0,0.112,0,0.067,1
2.17,0,0,2.17,0,0,0,0,0,0,0,0,1
1.3,0,0,0.32,0,0,0.49,0,0,0.027,0,0.027,1
2.17,0,0,2.17,0,0,0,0,0,0,0,0,1
0,1.96,0,0,0,0,0,0,0.163,0.489,0,0,1
0,0,0.42,0.32,0.29,0,0,0,0.016,0.058,0,0.165,1
0,0,0,0,0,0,0,0,0,0,0,0,1
2.25,0,0.56,0.56,0,0,0,0,0,0,0,0.273,1
0.07,0,0,0,0,0,0.07,0,0.011,0.047,0,0.023,1
0.54,1.08,0,0.54,0,0,0,0,0,0,0,0.26,1
0,1.65,1.65,0.82,0,0,0,0,0,0,0,0,1
0,0.41,0,0,0,0,0,0,0,0.067,0,0,1
1.17,0.14,0.43,0.29,0,0,0.43,0,0,0.097,0,0.024,1
0,0.29,2.22,0.29,0.44,0,0.29,0,0,0.084,0,0.21,1
0.42,0.08,0.08,0,0,0,0,0,0,0.084,0.028,0.014,1
0,0.11,0.11,0.44,0,0,0,0,0,0.142,0,0.224,1
0.58,0,0,0,0,0,0,0,0,0.098,0,0,1
0.37,0,0.1,0,0,0,0,0,0,0.076,0,0.186,1
0.89,0,0.44,0.44,0,0,0,0,0,0,0,0.15,1
0.87,0,0.43,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,10,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.215,0,0.215,1
0,1.63,1.63,0.81,0,0,0,0,0,0,0,0,1
0.26,0.26,0,0.79,0,0,0,0,0,0.689,0,0,1
0.8,0.16,0,0,0,0,0,0,0,0.05,0,0.075,1
0,0,0,0,0,0,0,0,0,0,0,0,1
1.75,0.58,0.19,0.58,0,0,0,0,0,0.271,0,0.135,1
0.73,0,0,0.73,0,0,0,0,0,0.105,0,0,1
0,0,0,4,0,0,0,0,0,0,0,0,1
0,0,5,0,0,0,0,0,0.317,0,0,0,1
0,1.05,0,3.15,0,0,0,0,0,0,0,0,1
0,0,1.19,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.25,0,0.06,0.69,0.06,0,0,0,0,0.067,0,0.592,1
0.38,0,0.19,0.66,0,0,0,0,0.044,0.059,0,0,1
3.22,0,0,1.07,0,0,0,0,0,0,0,0.598,1
0.68,0,1.81,0.22,0,0,0,0,0.159,0.558,0.159,0,1
0.47,1.43,0,0.47,0.47,0,0,0,0,0,0,0.295,1
0.81,0.61,0,0.2,0,0,0,0,0,0,0,0,1
0.68,0,1.81,0.22,0,0,0,0,0.159,0.558,0.159,0,1
0,0,0,2.81,0,0,0,0,0,0.24,0,0,1
0,0,1.15,0.19,1.15,0,0,0,0.027,0.027,0,0.191,1
1.09,0,0,0,0,0,0,0,0,0.208,0,0.083,1
0.53,0.44,0.79,0.62,0.17,0,0.08,0,0,0.07,0,0.211,1
0.26,0,0.13,0.13,0,0,0,0,0,0.137,0,0.068,1
1.66,0,0,0.41,0,0,0,0,0,0.218,0,0,1
0,0,0,3.57,0,0,0,0,0,0,0,0,1
0,0,0,0.62,3.12,0,0,0,0,0.075,0,0.075,1
1.75,0.58,0.19,0.58,0,0,0,0,0,0.271,0,0.135,1
0,0,0,0,0,0,0,0.36,0.21,0.21,0,0.105,1
0,0,0,1.61,0,0,0,0,0.714,0,0,0,1
0,0,0,0.38,2.67,0,0,0,0,0.35,0,0.35,1
0,0,0.49,0,0,0,0,0,0,0,0,0,1
0,0,0.52,1.05,0,0,0,0,0,0,0,0.698,1
0.24,0,0,0,0,0,0.08,0,0,0.045,0,0.03,1
1.9,0.95,0.95,0,3.8,0,0,0,0,0,0,0,1
0,0,0,4.27,0,0,0,0,0,0.146,0,0,1
0,0,1.34,0.19,1.15,0,0,0,0.027,0.027,0,0.191,1
0,0,0,1.85,0,0,0,0,0,0.289,0,0,1
1.21,0.6,0,0,0,0,0,0,0,0,0,0,1
0.32,0.04,0.4,0.64,0.16,0,0.04,0,0.019,0.052,0.066,0.152,1
0,0,0,0.84,0,0,0,0,0,0.091,0,0.045,1
0,0,0,0.6,0,0,0,0,0,0.102,0,0.716,1
0.38,0,0.19,0.66,0,0,0,0,0.044,0.059,0,0,1
0.42,0.21,0,0,0,0,0,0,0,0.126,0,1.269,1
2.04,0,0.69,0.13,0,0,0.04,0,0.008,0.032,0,0.121,1
0.14,0,0.14,0.14,0.14,0,0,0,0,0.025,0,0.05,1
0.13,0,0.13,0.13,0.13,0,0,0,0,0.025,0,0.05,1
1.38,0.17,0.17,1.55,0,0,0,0,0,0.115,0,0.086,1
0,0,1.15,0.19,1.15,0,0,0,0.027,0.027,0,0.191,1
0.25,0.03,0.4,0.54,0.14,0,0.03,0,0.012,0.042,0.072,0.139,1
0,0,0,0.6,0,0,0,0,0,0.102,0,0.72,1
0,0,1.15,0.19,1.15,0,0,0,0.027,0.027,0,0.191,1
0,0,0,2.58,0.32,0,0,0,0.233,0.058,0,0.116,1
0.68,0.68,0.17,1.03,0,0,0.17,0,0,0.084,0,0.196,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.15,0.19,1.15,0,0,0,0.027,0.027,0,0.191,1
0.88,0,1.47,0.29,0.14,0,0,0,0,0.023,0,0.215,1
0.88,0,1.47,0.29,0.14,0,0,0,0,0.023,0,0.215,1
0.34,0,0.17,0.17,0,0,0,0,0,0.054,0,0.027,1
0.73,0,0.73,0,0,0,0,0.36,0,0,0,0,1
1.16,0,0.58,0.58,0,0,0,0,0,0,0,0,1
0.23,0,0,0.11,0,0,0,0.46,0,0.381,0,0,1
0,0,0,5.91,0,0,0,0,0,0,0,0,1
0,0,1.34,0.19,1.15,0,0,0,0.027,0.027,0,0.191,1
0.78,0,4.09,1.13,0,0,0.08,0,0.056,0.241,0.042,0.056,1
0,0,0,0,0,0,0,0,0,0.1,0,0,1
0.85,0,0,1.28,0,0,0,0,0,0.066,0,0.133,1
0,0,0,0,0,0,0,0,0,0.041,0,0,1
0,0,0,0.38,0,0,0,0,0,0.06,0,0.12,1
0,0,0,1.66,0,0,0,0,0,0,0,0,1
0,0,1.5,0.27,0,0,0,0,0.021,0.042,0,0.064,1
0,0,0.42,0.32,0.29,0,0,0,0.016,0.058,0,0.165,1
0.27,0,0.54,0,0,0,0,0,0,0,0,0.128,1
0.8,0.4,1.2,0.4,0,0,0,0,0.052,0,0,0.052,1
0,0,0,4.54,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.932,1
2.63,0,0,1.31,0,0,0,0,0,0,0,0,1
0,0,0,1.19,0,0,0,0,0,0,0,0,1
0.13,0.06,1.36,0,0,0,0,0,0.013,0.052,0,0.197,1
0.12,0,0,0.12,0,0,0,0.38,0,0.391,0,0,1
0.12,0,0,0.12,0,0,0,0.37,0,0.365,0,0,1
0.12,0,0,0.12,0,0,0,0.36,0,0.352,0,0,1
1.08,0.19,0.59,0,0.59,0,0.09,0,0,0,0.19,0.222,1
0,0,0.42,0.32,0.29,0,0,0,0.016,0.058,0,0.165,1
0,0,0,0,0,0,0,0,0,0,0,0.862,1
0,0,0,0,0,0,0,0,0,0.178,0,0,1
0.42,0,0.21,0.85,1.07,0,0,0,0,0.216,0,0.18,1
0.58,0.58,0.58,1.46,0.87,0,0,0,0,0.086,0,0,1
0.22,0,1.54,0.66,0,0,0.44,0,0,0.085,0,0.114,1
1.63,0,1.63,0,0,0,0,0.81,0,0,0,0,1
0,0,0.76,0,0,0,0,1.52,0,0,0,0,1
0.22,0,1.54,0.66,0,0,0.44,0,0,0.085,0,0.114,1
0.21,0.1,0,0,0,0,0,0,0,0.101,0,0.609,1
0,0,0,0,0,0,0,0,0,0.037,0,0,1
0.43,0,0.87,0,0,0,0,0,0,0,0,0.149,1
