w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,y
5,5,174,Y,1211,0,1,0,3,1,1,1,322,40,2696
6,6,218.92,Y,1168,678,2,0,3,1,1,1,315,57,2876
5,3,222.6,N,2136,0,2,0,4,1,0,2,528,55,2774
7,5,316.68,Y,788,702,2,1,3,1,1,2,388,3,3696
6,8,218.64,Y,1138,0,1,0,3,1,0,1,264,49,2916
6,5,300.96,Y,894,1039,2,1,4,1,1,3,668,1,4296
5,8,186.44,Y,912,0,1,0,2,1,0,2,576,0,2956
9,5,184.38,Y,1702,0,1,1,1,1,1,3,1052,0,7361.88
5,5,167.2,Y,1507,0,2,0,4,1,0,1,404,48,2556
5,5,386.8,Y,1361,1259,2,2,4,2,1,2,600,30,3816
5,6,163.56,Y,1190,0,1,0,3,1,0,2,540,44,2666
4,5,205.84,Y,1224,0,2,0,2,2,0,2,462,45,2052
5,5,252.2,Y,1188,0,1,0,3,1,0,2,531,51,2856
5,6,179.5,N,1024,940,1,1,4,1,0,0,0,58,2616
5,5,271.64,Y,892,892,1,1,4,1,0,1,180,56,2793.74
7,5,61.56,Y,764,862,2,1,2,1,0,2,474,7,3526
7,5,256.86,Y,847,1101,2,1,4,1,1,2,434,1,3916
6,5,270.44,Y,1141,0,1,1,3,1,0,2,484,1,2866
8,5,189.74,Y,1484,0,2,0,2,1,1,2,472,1,5334
7,5,172.16,Y,884,884,2,1,3,1,0,2,543,5,4514
7,6,205.98,Y,1689,0,2,0,3,1,0,3,954,0,4982.56
7,6,221.5,Y,1173,0,2,0,3,1,2,2,528,36,3416
10,5,286.82,Y,2076,0,2,1,2,1,1,3,850,0,9316
8,7,237.7,Y,792,725,1,0,3,1,2,2,400,56,4616
6,7,250.8,Y,1140,728,3,1,3,1,1,2,477,4,3576
7,5,171.5,Y,756,797,2,1,3,1,0,2,615,0,3746
6,5,255.56,Y,1034,0,1,0,3,1,0,3,888,34,3414
6,5,201,N,1134,924,1,1,3,1,1,2,396,58,2606
5,7,153,Y,988,0,1,0,3,1,0,1,276,57,2396
7,5,232.2,Y,2110,0,2,1,3,1,2,2,522,42,4896
7,5,71.72,Y,1405,0,2,0,2,1,1,2,478,3,3451
5,6,206.16,Y,874,0,1,0,3,1,0,1,288,41,2616
7,7,359.84,Y,1516,651,2,1,3,1,2,2,518,4,5896
7,5,147.62,Y,760,896,2,1,3,1,1,2,397,4,3324
6,6,133.8,Y,959,408,1,0,3,1,1,1,560,57,2566
8,5,295.06,Y,1987,0,2,0,2,1,1,2,691,14,6046
5,8,90.2,Y,864,0,1,0,2,1,0,0,0,59,2014
7,5,200.74,Y,1166,0,2,0,2,1,0,2,400,3,3816
6,8,204,Y,1054,0,1,1,3,1,0,2,460,39,3036
6,5,502.64,Y,892,783,2,1,3,1,1,2,502,10,3636
5,6,201,Y,1050,0,1,0,2,1,0,1,338,53,2594
4,5,234,Y,1104,684,1,0,5,1,2,1,304,20,3246
6,6,279.3,Y,1060,764,1,0,3,1,1,2,520,57,3626
6,5,90.2,Y,1337,0,2,0,2,1,0,2,511,9,3636
7,5,83.7,Y,713,739,2,1,3,1,0,2,506,7,3694
7,4,211.4,N,964,925,1,1,4,2,1,1,308,57,2456
9,5,273.28,Y,2018,0,2,0,3,1,1,3,746,1,7586
8,9,291,Y,1968,1479,3,1,4,1,2,3,1014,11,7636
5,5,235.88,Y,874,650,1,1,3,1,0,1,315,49,2896
7,6,480.9,Y,1332,192,0,1,0,1,1,2,586,31,5216
6,7,192.12,Y,1489,0,2,0,3,1,1,2,462,41,3731
5,6,279.52,Y,935,0,1,0,3,1,0,1,288,41,2756
6,7,239.24,Y,1357,0,1,0,2,1,1,1,312,2,3556
5,6,116.24,Y,661,589,2,0,3,1,1,2,552,4,2796
5,5,235.9,Y,928,992,2,0,4,2,0,2,400,57,2756
6,6,267.72,Y,735,660,1,1,3,1,1,2,497,37,3256
6,5,366.42,Y,1724,0,1,1,3,1,1,2,480,33,3974
8,5,198.46,Y,1128,903,2,1,3,1,1,2,577,6,4756
4,4,159,Y,698,430,1,0,2,1,0,2,528,60,1384
7,5,205.16,Y,1573,0,2,0,3,1,0,2,544,7,4556
7,5,169.98,Y,1339,0,2,0,2,1,1,2,484,16,3616
5,7,185,Y,1040,0,2,0,3,1,0,2,484,1,3026
6,5,197,Y,912,912,2,2,4,2,0,0,0,39,2796
6,7,201.76,Y,1699,748,2,0,4,1,1,1,336,20,3396
6,6,129,Y,825,587,1,0,4,1,1,1,280,59,2666
6,5,204.8,Y,1328,0,1,1,3,1,2,2,528,47,2876
5,5,739,Y,1582,0,2,0,4,1,0,2,390,42,3816
8,5,122.28,Y,1659,0,2,0,2,1,1,2,499,9,5576
8,5,230.3,Y,1120,850,2,1,3,1,1,3,753,0,5636
5,7,291.24,Y,1152,0,1,0,3,1,1,2,484,46,3626
5,7,42.6,Y,630,672,2,1,3,1,0,1,264,37,2406
5,4,141,N,1378,994,2,0,4,2,0,1,432,44,2166
7,5,211.8,Y,832,832,2,1,4,1,1,2,528,30,3274
5,7,172.44,Y,864,0,1,0,2,1,0,2,572,16,2316
5,5,177,Y,1052,0,1,1,3,1,0,1,288,38,2786
5,6,183,Y,1128,0,2,0,3,1,0,2,525,45,3116
6,5,82.5,Y,1072,0,2,0,2,1,0,2,525,0,2816
10,5,1286.74,Y,4692,950,2,1,3,1,3,2,1418,0,3216
5,7,159,Y,1246,0,1,1,3,1,0,1,305,16,3096
7,5,224.24,Y,1005,978,2,1,3,1,1,2,490,10,4516
6,7,159,Y,753,741,1,0,3,1,2,1,213,59,3566
8,5,211.4,Y,1203,1323,2,1,4,1,1,3,844,12,5816
7,5,182.76,Y,1616,0,2,0,3,1,0,3,834,1,4656
7,5,76.26,Y,976,732,2,0,3,1,0,2,380,2,2616
9,5,272.46,Y,1652,0,2,0,2,1,2,2,840,2,6516
7,5,148.1,Y,1368,0,2,0,2,1,1,2,474,0,4066
5,5,170.44,Y,990,0,1,0,3,1,0,2,480,14,2776
5,7,249,Y,1122,0,1,0,2,1,0,2,528,3,2956
6,5,152.06,Y,1294,0,2,0,3,1,0,2,496,17,3600
7,8,359,Y,1902,0,2,0,3,1,2,2,567,8,6716
7,5,185.28,Y,1274,0,2,0,3,1,0,2,508,0,4076
8,5,200.44,Y,1453,1357,2,1,4,1,1,2,750,17,6056
9,5,304.48,Y,1422,1177,2,1,4,1,1,3,779,11,6679.36
4,6,172.8,Y,948,0,1,0,3,1,1,1,280,53,2396
6,5,230.5,Y,1092,1020,2,1,4,1,2,2,576,39,4154
8,5,213.52,Y,1630,0,2,0,3,1,1,3,860,1,5925.86
7,5,93.6,Y,1352,0,2,0,2,1,1,2,466,0,4194
8,5,304.62,Y,1787,0,2,0,3,1,1,3,748,4,5516
4,5,213.3,Y,948,0,1,0,3,1,0,1,248,53,2236
6,3,177,Y,1478,0,1,1,3,1,2,2,442,52,3146
3,6,141.54,N,720,0,1,0,2,1,0,1,287,58,1466
7,5,212.72,Y,1061,862,2,1,3,1,1,2,564,18,3816
4,7,115.6,Y,708,0,1,0,2,1,0,0,0,59,1666
8,5,208.72,Y,1795,0,2,0,2,1,1,3,895,0,2956
4,4,81.72,N,796,0,1,0,2,1,0,0,0,58,1116
3,6,94.4,Y,774,0,1,0,3,1,0,0,0,1,1596
5,9,141,Y,816,0,1,0,3,1,1,1,264,0,2626
6,7,217.8,Y,1584,1208,2,0,5,1,2,2,520,58,5136
7,5,190.68,Y,955,677,2,1,3,1,1,2,462,8,3546
8,5,209,Y,1588,0,2,0,3,1,1,3,825,1,4556
5,5,224.6,Y,954,0,1,0,3,1,0,2,576,30,2666
4,6,186.54,Y,816,0,1,0,2,1,1,1,288,51,2016
5,6,153,Y,803,557,1,1,2,1,0,1,297,11,2526
5,6,56.36,Y,765,600,1,1,3,1,0,2,440,39,2516
6,5,202,Y,1334,0,2,0,2,1,1,2,630,32,3374
5,5,193.92,Y,1656,0,2,0,4,2,0,2,506,35,2716
4,4,91.36,N,693,0,1,0,2,1,0,0,0,56,1066
7,5,278,Y,920,941,2,1,3,1,0,2,492,4,4016
5,7,200.2,Y,864,0,1,0,3,1,0,1,288,34,2586
4,5,174.88,Y,872,0,1,0,3,1,0,4,480,36,2476
6,5,282.9,Y,1114,0,1,0,3,1,0,2,576,4,3116
8,5,196.5,Y,1284,885,2,1,3,1,1,2,647,5,4586
6,6,160.16,Y,1172,741,1,1,3,1,1,2,342,59,3556
7,5,231.06,Y,728,728,2,1,3,1,1,2,440,1,3132.7
4,4,129,Y,960,0,1,0,2,1,0,1,308,57,2186
7,7,424.62,Y,2156,0,2,0,3,1,1,2,508,3,5266
8,5,315.12,Y,1776,0,2,0,3,1,1,3,712,0,5685.26
7,5,332.92,Y,1494,0,2,0,3,1,1,2,514,9,4316
8,5,114,N,938,1215,2,0,4,1,0,0,0,21,2456
5,5,241.86,Y,1338,1296,2,2,6,2,0,4,968,40,4016
6,6,193.94,Y,858,858,1,1,4,1,1,2,490,46,3436
6,9,129,Y,786,390,1,0,2,1,0,2,624,9,2714
8,5,303.4,Y,2053,1185,2,1,4,1,1,3,666,14,8216
7,5,215.32,Y,992,873,2,1,3,1,1,3,839,8,4716
7,6,212.84,Y,1222,698,3,0,4,1,1,2,487,14,3416
5,5,198.54,Y,892,0,1,0,3,1,0,1,264,42,2216
5,6,259.74,Y,1078,0,1,1,3,1,1,2,500,2,3014
6,5,51.34,Y,769,804,2,1,3,1,0,2,440,10,3566
9,5,343.74,Y,1980,0,2,0,3,1,1,3,770,1,6316
5,6,205.84,Y,990,1611,3,1,4,1,0,2,621,10,3796
7,5,332.16,Y,1530,0,2,0,3,1,1,2,430,4,5216
4,4,259.26,Y,1281,457,2,0,4,1,1,1,368,2,2114
6,5,178.98,Y,616,796,2,1,3,1,1,2,432,0,3154.64
7,5,72.6,Y,520,600,2,1,2,1,0,2,480,1,2899.04
7,5,159,Y,814,860,2,1,3,1,0,2,663,10,4336
7,5,192.58,Y,882,908,2,1,3,1,0,2,588,9,3876
5,6,62.3,Y,925,550,2,0,4,1,1,1,336,29,2556
6,5,97.7,Y,848,0,1,0,1,1,0,2,420,5,2896
8,5,221.7,Y,1668,0,2,0,3,1,1,2,502,7,4656
4,6,117,Y,840,534,1,0,2,1,0,1,338,59,2116
6,6,201,Y,1661,0,1,0,3,1,1,1,377,12,3326
7,6,204,Y,1108,989,2,1,3,1,1,2,583,8,5502
10,5,237,Y,2633,0,2,1,2,1,2,3,804,5,9346
7,5,221.5,Y,1026,932,2,1,3,1,1,3,936,3,5016
8,5,228.82,Y,1571,0,2,0,3,1,1,3,722,0,4796
6,5,134.84,N,790,0,1,0,2,1,0,1,160,58,1836
5,5,228.96,Y,984,620,2,0,3,1,0,2,660,49,2356
6,5,48.06,Y,483,504,1,1,2,1,0,1,264,33,1676
5,5,203.7,Y,754,640,2,1,3,1,0,2,400,1,3366
3,3,173.24,N,864,0,1,0,2,1,0,1,200,60,1186
6,7,267.5,Y,2117,0,2,1,4,1,2,2,550,38,4766
7,7,153,Y,998,764,1,1,4,1,0,2,576,56,3156
5,7,515.78,Y,1416,0,2,0,3,1,0,2,576,0,2256
6,5,190.2,Y,698,560,1,0,2,1,0,1,280,59,2116
4,8,117.72,Y,796,358,1,0,3,1,0,1,240,3,2526
7,5,342.84,Y,1392,1392,3,1,5,1,2,2,564,28,5016
6,7,179.4,N,1664,862,2,0,5,1,1,1,216,57,2736
9,5,306.84,Y,1746,0,2,0,3,1,2,3,758,2,7566
6,6,129,Y,869,349,1,0,3,1,1,2,440,57,2636
7,5,191,Y,1525,0,2,0,3,1,0,2,541,6,4716
5,5,187.88,Y,1584,0,2,0,4,2,0,3,792,42,2496
5,5,165.76,Y,900,0,1,0,3,1,1,1,288,39,2476
6,7,225,N,1221,691,2,0,3,2,1,2,672,8,3276
7,5,89.9,Y,1500,0,2,0,2,1,1,3,648,0,4947.56
8,5,262.3,Y,1133,1349,2,1,4,1,1,3,642,1,5640.26
5,5,1153,Y,1687,0,1,0,3,1,2,2,572,60,3216
5,8,131.4,Y,939,574,1,1,4,1,0,1,180,3,2766
5,4,153,Y,1136,768,1,1,3,1,0,1,240,27,2776
6,6,132.42,Y,1160,448,2,1,3,1,1,1,216,19,2765
6,7,129,Y,950,208,1,0,3,1,1,1,208,58,2416
6,5,157.3,Y,864,729,2,1,3,1,1,2,398,4,3876
7,5,144.24,Y,1294,0,2,0,2,1,1,2,662,0,3893.58
8,5,314.12,Y,1464,0,2,0,3,1,0,3,754,0,5674.44
3,4,217.2,Y,694,520,1,0,3,1,0,3,936,56,2116
8,5,85.84,Y,1646,0,2,0,2,1,1,2,482,3,5516
5,7,177.9,Y,768,0,1,0,2,1,0,2,396,2,2676
5,5,184.6,Y,833,0,1,0,3,1,0,0,0,24,2256
4,7,163.8,Y,741,622,1,0,3,1,0,2,528,60,2526
7,6,419.88,Y,1236,857,2,1,3,1,1,2,542,17,4316
7,5,257.4,Y,944,896,2,1,3,1,0,2,622,8,4616
6,8,201,Y,1112,556,1,1,3,1,0,1,271,4,2816
4,5,153,N,1040,0,2,0,2,2,0,2,420,59,1816
8,5,228.88,Y,1844,0,2,0,2,1,1,2,620,3,5156
6,7,270.06,Y,1053,795,1,1,4,1,1,2,370,8,4156
7,5,81.7,Y,1569,0,2,0,1,1,1,3,660,2,3534
4,6,235.8,Y,1246,1044,2,0,4,2,0,2,560,60,2466
8,5,339.9,Y,1310,1140,2,1,3,1,1,3,1069,11,6816
5,5,193.08,Y,1144,0,1,1,3,1,0,1,336,45,2496
6,5,336.62,Y,1844,0,2,0,3,1,1,2,540,37,4476
6,6,243,Y,708,708,2,1,3,1,1,2,776,38,3614
6,5,89.86,Y,1069,0,2,0,2,1,1,2,440,33,2566
6,5,97.7,Y,848,0,1,0,1,1,0,2,420,5,2746
6,7,402.8,Y,1575,626,2,0,4,1,1,2,432,40,5515.4
5,5,199.06,Y,1344,0,1,0,2,1,1,1,484,24,2896
6,6,223.42,Y,1252,0,1,0,3,1,0,2,528,49,2856
7,5,227.88,Y,1223,904,2,1,3,1,2,2,525,14,5436
5,6,227.6,Y,1048,510,1,1,3,1,1,1,288,58,2816
5,7,153,Y,804,0,1,0,2,1,2,1,240,18,2396
6,7,259.92,Y,1440,0,2,0,3,1,1,2,467,26,3674
5,5,447.6,Y,734,1104,2,1,4,1,1,2,372,1,3858.8
6,6,107.56,Y,958,0,2,0,2,1,0,2,440,33,2891
4,6,225,Y,968,0,2,0,4,1,0,1,216,0,1306
6,5,214.22,Y,962,830,2,1,3,1,1,2,451,8,3746
5,5,357,Y,1126,0,2,0,3,1,1,2,484,29,3216
6,9,177,Y,1537,0,1,1,3,1,1,2,462,3,3496
4,6,189,Y,864,0,1,0,3,1,0,2,528,36,2426
8,5,257.88,Y,1932,0,2,0,2,1,1,3,774,0,7908.34
6,7,157.14,Y,1236,0,1,0,2,1,0,2,923,14,3010
7,6,240.68,Y,1040,685,2,1,3,1,1,2,550,28,3956
6,7,239.52,Y,1423,748,2,0,3,1,1,2,672,14,3836
6,5,97.52,Y,848,0,1,0,1,1,1,2,420,4,3002
10,5,229.06,Y,1026,981,2,1,3,1,1,3,812,1,6216
6,6,186.08,N,952,0,1,0,2,1,1,1,192,59,2436
7,5,179,Y,1422,0,2,0,3,1,0,2,626,3,3608
6,5,177,Y,913,0,1,0,3,1,0,1,240,41,2596
5,7,531.84,Y,1188,0,1,0,3,1,0,1,312,48,3174
8,5,209,Y,1220,870,2,1,3,1,1,2,556,11,4816
4,7,244.34,N,796,550,1,1,2,1,0,1,384,7,2256
5,7,39.66,Y,630,0,1,0,1,1,0,0,0,36,1856
5,5,189,Y,896,896,2,2,4,2,0,0,0,35,2736
8,5,194.24,Y,1578,0,2,0,3,1,1,3,840,0,5757.8
5,5,82.5,Y,1072,0,1,0,2,1,0,2,525,1,2916
5,5,353.34,Y,1140,0,1,0,3,1,0,0,0,0,1706
7,5,159,Y,1221,0,2,0,2,1,0,2,400,4,3716
6,5,167.34,Y,953,694,2,1,3,1,1,2,460,7,3516
6,6,272.5,Y,2073,0,2,0,3,1,2,2,500,22,4216
7,9,189.84,Y,1188,1152,2,0,4,1,2,1,252,4,5346
5,6,203.34,Y,1078,0,1,0,2,1,0,1,240,14,2858.5
5,6,207.74,Y,1256,0,1,1,3,1,0,1,276,43,2966
